time,load_shortfall_3h
2018-01-01 00:00:00,9102.40789848133
2018-01-01 03:00:00,7236.333838103251
2018-01-01 06:00:00,7093.547703404522
2018-01-01 09:00:00,9051.09689880598
2018-01-01 12:00:00,10443.875396242664
2018-01-01 15:00:00,10946.278648515989
2018-01-01 18:00:00,11047.845869963747
2018-01-01 21:00:00,10844.518929755986
2018-01-02 00:00:00,8478.882234431676
2018-01-02 03:00:00,6129.44373408589
2018-01-02 06:00:00,5799.003071992111
2018-01-02 09:00:00,7719.3634925224815
2018-01-02 12:00:00,9226.848450074674
2018-01-02 15:00:00,9597.776696183893
2018-01-02 18:00:00,10036.545282798736
2018-01-02 21:00:00,9515.420514805552
2018-01-03 00:00:00,9065.324987195763
2018-01-03 03:00:00,6496.12547367899
2018-01-03 06:00:00,6483.763929008841
2018-01-03 09:00:00,7732.684198009292
2018-01-03 12:00:00,7981.7658181932875
2018-01-03 15:00:00,8319.151200486076
2018-01-03 18:00:00,8204.82050705106
2018-01-03 21:00:00,7911.812737240799
2018-01-04 00:00:00,8858.036044947256
2018-01-04 03:00:00,6147.629689178718
2018-01-04 06:00:00,6199.008048813114
2018-01-04 09:00:00,7507.314113010533
2018-01-04 12:00:00,7958.3257156822365
2018-01-04 15:00:00,8133.904688312343
2018-01-04 18:00:00,7634.020206374474
2018-01-04 21:00:00,7884.309929555142
2018-01-05 00:00:00,8915.02371703242
2018-01-05 03:00:00,6780.972836211169
2018-01-05 06:00:00,6435.213911765971
2018-01-05 09:00:00,7479.064129192303
2018-01-05 12:00:00,6917.869612231108
2018-01-05 15:00:00,6655.732582528816
2018-01-05 18:00:00,7344.683664359658
2018-01-05 21:00:00,7066.796008153632
2018-01-06 00:00:00,10265.846268734384
2018-01-06 03:00:00,8363.957605400568
2018-01-06 06:00:00,8114.497722476829
2018-01-06 09:00:00,9817.065328648414
2018-01-06 12:00:00,11029.909497086672
2018-01-06 15:00:00,10581.25732849527
2018-01-06 18:00:00,10617.827137392822
2018-01-06 21:00:00,10773.09615212247
2018-01-07 00:00:00,10885.256606028055
2018-01-07 03:00:00,8462.817586609628
2018-01-07 06:00:00,8430.71708792122
2018-01-07 09:00:00,9776.423711289191
2018-01-07 12:00:00,11205.142938390823
2018-01-07 15:00:00,11959.060125387468
2018-01-07 18:00:00,12050.58559131026
2018-01-07 21:00:00,11588.917660194094
2018-01-08 00:00:00,12167.33006411002
2018-01-08 03:00:00,9612.834253353038
2018-01-08 06:00:00,9489.41927174786
2018-01-08 09:00:00,12018.743610138748
2018-01-08 12:00:00,13445.047194954881
2018-01-08 15:00:00,13838.573272800819
2018-01-08 18:00:00,13598.38405613287
2018-01-08 21:00:00,13164.2742265251
2018-01-09 00:00:00,12686.585776522144
2018-01-09 03:00:00,9867.712110338927
2018-01-09 06:00:00,9649.088821824142
2018-01-09 09:00:00,11932.32128946088
2018-01-09 12:00:00,13242.969250381933
2018-01-09 15:00:00,13125.392575330996
2018-01-09 18:00:00,12478.728963199927
2018-01-09 21:00:00,13053.39988538032
2018-01-10 00:00:00,12598.364477673334
2018-01-10 03:00:00,10266.359805664353
2018-01-10 06:00:00,9821.748793924393
2018-01-10 09:00:00,12097.941378679201
2018-01-10 12:00:00,13107.841414497347
2018-01-10 15:00:00,13001.14566661634
2018-01-10 18:00:00,12875.871346356162
2018-01-10 21:00:00,12717.396753108811
2018-01-11 00:00:00,12597.858205244998
2018-01-11 03:00:00,11288.676586665215
2018-01-11 06:00:00,10671.514429344721
2018-01-11 09:00:00,12064.728040321763
2018-01-11 12:00:00,13056.632019845609
2018-01-11 15:00:00,13306.633696362718
2018-01-11 18:00:00,12748.88616810731
2018-01-11 21:00:00,13039.249562082658
2018-01-12 00:00:00,12567.936196772818
2018-01-12 03:00:00,10710.766034139608
2018-01-12 06:00:00,10232.433384359463
2018-01-12 09:00:00,13734.272661079845
2018-01-12 12:00:00,15556.429804015315
2018-01-12 15:00:00,16409.372962396814
2018-01-12 18:00:00,16525.480459318544
2018-01-12 21:00:00,16432.10739935174
2018-01-13 00:00:00,12502.757867447057
2018-01-13 03:00:00,7633.1813340387025
2018-01-13 06:00:00,6996.546339347386
2018-01-13 09:00:00,8804.449070469376
2018-01-13 12:00:00,10330.165670823822
2018-01-13 15:00:00,10628.551073389746
2018-01-13 18:00:00,10356.154551504227
2018-01-13 21:00:00,10039.779641608051
2018-01-14 00:00:00,11706.694273894347
2018-01-14 03:00:00,6899.911494965869
2018-01-14 06:00:00,6255.7255061708465
2018-01-14 09:00:00,7331.438944199469
2018-01-14 12:00:00,8781.561229934669
2018-01-14 15:00:00,8673.273286044936
2018-01-14 18:00:00,8903.700095047503
2018-01-14 21:00:00,8968.845735976165
2018-01-15 00:00:00,12528.524622732899
2018-01-15 03:00:00,6915.257119062169
2018-01-15 06:00:00,6698.033337044716
2018-01-15 09:00:00,11455.896941360377
2018-01-15 12:00:00,12876.594220795298
2018-01-15 15:00:00,12779.56687360896
2018-01-15 18:00:00,12315.4667493557
2018-01-15 21:00:00,12680.96518720816
2018-01-16 00:00:00,12810.73627210735
2018-01-16 03:00:00,6421.464961127109
2018-01-16 06:00:00,5261.679306382162
2018-01-16 09:00:00,11701.70351324082
2018-01-16 12:00:00,13042.161814557534
2018-01-16 15:00:00,12472.265712294153
2018-01-16 18:00:00,12786.168474691152
2018-01-16 21:00:00,12485.25616522517
2018-01-17 00:00:00,12297.549663833764
2018-01-17 03:00:00,4653.951748960253
2018-01-17 06:00:00,5436.44450161866
2018-01-17 09:00:00,11155.849408627677
2018-01-17 12:00:00,12516.695276675762
2018-01-17 15:00:00,12286.750858342732
2018-01-17 18:00:00,12729.716322316299
2018-01-17 21:00:00,13408.465999704062
