time,load_shortfall_3h
2018-01-01 00:00:00,10636.171666666665
2018-01-01 03:00:00,8166.143333333337
2018-01-01 06:00:00,7685.373333333338
2018-01-01 09:00:00,9712.423333333343
2018-01-01 12:00:00,11908.103333333323
2018-01-01 15:00:00,11915.491666666658
2018-01-01 18:00:00,11828.898333333322
2018-01-01 21:00:00,12075.473333333319
2018-01-02 00:00:00,9579.376666666665
2018-01-02 03:00:00,7286.973333333335
2018-01-02 06:00:00,6944.776666666661
2018-01-02 09:00:00,9295.773333333333
2018-01-02 12:00:00,9574.825
2018-01-02 15:00:00,9962.968333333329
2018-01-02 18:00:00,10628.91666666667
2018-01-02 21:00:00,10351.48
2018-01-03 00:00:00,9308.55
2018-01-03 03:00:00,5795.740000000004
2018-01-03 06:00:00,6127.410000000006
2018-01-03 09:00:00,7688.906666666671
2018-01-03 12:00:00,8379.82666666667
2018-01-03 15:00:00,7935.54666666667
2018-01-03 18:00:00,7916.116666666666
2018-01-03 21:00:00,7883.200000000008
2018-01-04 00:00:00,9609.580000000007
2018-01-04 03:00:00,6985.510000000005
2018-01-04 06:00:00,7446.800000000007
2018-01-04 09:00:00,8214.406666666677
2018-01-04 12:00:00,8738.653333333332
2018-01-04 15:00:00,8092.523333333332
2018-01-04 18:00:00,8133.383333333334
2018-01-04 21:00:00,8170.286666666672
2018-01-05 00:00:00,9101.159999999996
2018-01-05 03:00:00,7602.11
2018-01-05 06:00:00,6253.190000000002
2018-01-05 09:00:00,7405.383333333334
2018-01-05 12:00:00,7368.863333333331
2018-01-05 15:00:00,6834.2366666666685
2018-01-05 18:00:00,7311.340000000001
2018-01-05 21:00:00,7905.8299999999945
2018-01-06 00:00:00,9448.536666666667
2018-01-06 03:00:00,7360.439999999994
2018-01-06 06:00:00,6795.623333333327
2018-01-06 09:00:00,8082.06666666666
2018-01-06 12:00:00,8580.139999999987
2018-01-06 15:00:00,7689.413333333322
2018-01-06 18:00:00,7616.916666666657
2018-01-06 21:00:00,7647.303333333323
2018-01-07 00:00:00,11155.90666666667
2018-01-07 03:00:00,6076.279999999994
2018-01-07 06:00:00,5991.176666666663
2018-01-07 09:00:00,8802.949999999997
2018-01-07 12:00:00,11552.19666666667
2018-01-07 15:00:00,12250.226666666667
2018-01-07 18:00:00,12332.463333333333
2018-01-07 21:00:00,11455.163333333332
2018-01-08 00:00:00,12152.160000000007
2018-01-08 03:00:00,9986.786666666661
2018-01-08 06:00:00,9637.20666666666
2018-01-08 09:00:00,11094.923333333338
2018-01-08 12:00:00,12526.270000000002
2018-01-08 15:00:00,13455.419999999995
2018-01-08 18:00:00,13143.80333333333
2018-01-08 21:00:00,12541.50333333333
2018-01-09 00:00:00,12881.24333333334
2018-01-09 03:00:00,9955.813333333323
2018-01-09 06:00:00,10225.579999999998
2018-01-09 09:00:00,12407.003333333345
2018-01-09 12:00:00,12981.030000000006
2018-01-09 15:00:00,13147.63666666666
2018-01-09 18:00:00,12816.313333333335
2018-01-09 21:00:00,13289.886666666673
2018-01-10 00:00:00,12916.83666666668
2018-01-10 03:00:00,10419.790000000006
2018-01-10 06:00:00,9257.23
2018-01-10 09:00:00,12456.270000000002
2018-01-10 12:00:00,13278.173333333334
2018-01-10 15:00:00,13422.139999999998
2018-01-10 18:00:00,13166.419999999998
2018-01-10 21:00:00,13226.610000000004
2018-01-11 00:00:00,13410.946666666674
2018-01-11 03:00:00,11450.490000000007
2018-01-11 06:00:00,10883.286666666663
2018-01-11 09:00:00,12899.22
2018-01-11 12:00:00,13167.17666666667
2018-01-11 15:00:00,12312.046666666665
2018-01-11 18:00:00,13122.306666666676
2018-01-11 21:00:00,13027.51
2018-01-12 00:00:00,13137.536666666676
2018-01-12 03:00:00,10906.369999999997
2018-01-12 06:00:00,11328.666666666668
2018-01-12 09:00:00,14670.916666666677
2018-01-12 12:00:00,18578.169999999987
2018-01-12 15:00:00,18968.76666666666
2018-01-12 18:00:00,18918.259999999995
2018-01-12 21:00:00,19565.553333333326
2018-01-13 00:00:00,13389.900000000007
2018-01-13 03:00:00,7497.389999999998
2018-01-13 06:00:00,6848.083333333332
2018-01-13 09:00:00,8847.534999999996
2018-01-13 12:00:00,10551.171666666669
2018-01-13 15:00:00,10588.986666666671
2018-01-13 18:00:00,9823.750000000005
2018-01-13 21:00:00,9593.87000000001
2018-01-14 00:00:00,11506.293333333344
2018-01-14 03:00:00,6403.843333333336
2018-01-14 06:00:00,6290.176666666669
2018-01-14 09:00:00,6212.580000000004
2018-01-14 12:00:00,8075.28666666667
2018-01-14 15:00:00,8276.001666666672
2018-01-14 18:00:00,8856.118333333332
2018-01-14 21:00:00,8392.98
2018-01-15 00:00:00,12863.306666666675
2018-01-15 03:00:00,6344.403333333325
2018-01-15 06:00:00,6712.3166666666675
2018-01-15 09:00:00,12440.610000000004
2018-01-15 12:00:00,13282.090000000004
2018-01-15 15:00:00,13187.44000000001
2018-01-15 18:00:00,12863.125000000005
2018-01-15 21:00:00,13353.279999999992
2018-01-16 00:00:00,12916.173333333332
2018-01-16 03:00:00,5809.64
2018-01-16 06:00:00,4603.093333333329
2018-01-16 09:00:00,12048.673333333332
2018-01-16 12:00:00,13266.340000000007
2018-01-16 15:00:00,12552.816666666675
2018-01-16 18:00:00,12722.41
2018-01-16 21:00:00,12861.323333333337
2018-01-17 00:00:00,11986.806666666665
2018-01-17 03:00:00,3391.5166666666687
2018-01-17 06:00:00,4557.65
2018-01-17 09:00:00,11243.239999999996
2018-01-17 12:00:00,12778.026666666667
2018-01-17 15:00:00,12237.763333333338
2018-01-17 18:00:00,13283.198333333346
2018-01-17 21:00:00,14231.033333333347
2018-01-18 00:00:00,13888.373333333337
2018-01-18 03:00:00,6929.723333333329
2018-01-18 06:00:00,6113.589999999991
2018-01-18 09:00:00,12391.35666666668
2018-01-18 12:00:00,14114.410000000002
2018-01-18 15:00:00,14080.970000000005
2018-01-18 18:00:00,13904.356666666667
2018-01-18 21:00:00,14672.526666666678
2018-01-19 00:00:00,13729.570000000002
2018-01-19 03:00:00,7761.863333333322
2018-01-19 06:00:00,6997.189999999998
2018-01-19 09:00:00,13091.528333333337
2018-01-19 12:00:00,14317.07500000001
2018-01-19 15:00:00,14226.386666666665
2018-01-19 18:00:00,14346.600000000002
2018-01-19 21:00:00,15121.820000000002
2018-01-20 00:00:00,12784.300000000003
2018-01-20 03:00:00,7673.853333333335
2018-01-20 06:00:00,7240.736666666671
2018-01-20 09:00:00,9057.749999999998
2018-01-20 12:00:00,10726.036666666674
2018-01-20 15:00:00,10687.76666666667
2018-01-20 18:00:00,10260.843333333343
2018-01-20 21:00:00,10854.820000000012
2018-01-21 00:00:00,11667.896666666673
2018-01-21 03:00:00,6497.783333333335
2018-01-21 06:00:00,6465.906666666665
2018-01-21 09:00:00,7360.82333333333
2018-01-21 12:00:00,8673.23333333333
2018-01-21 15:00:00,8244.09333333333
2018-01-21 18:00:00,8730.019999999997
2018-01-21 21:00:00,9114.776666666668
2018-01-22 00:00:00,12248.36333333334
2018-01-22 03:00:00,5911.179999999998
2018-01-22 06:00:00,5577.026666666661
2018-01-22 09:00:00,12805.65666666667
2018-01-22 12:00:00,14209.953333333326
2018-01-22 15:00:00,13778.566666666657
2018-01-22 18:00:00,14416.051666666668
2018-01-22 21:00:00,15438.828333333335
2018-01-23 00:00:00,13291.659999999996
2018-01-23 03:00:00,5756.406666666661
2018-01-23 06:00:00,7019.6333333333305
2018-01-23 09:00:00,13644.431666666682
2018-01-23 12:00:00,15076.391666666672
2018-01-23 15:00:00,14251.368333333328
2018-01-23 18:00:00,15117.22833333334
2018-01-23 21:00:00,15665.738333333336
2018-01-24 00:00:00,14690.916666666652
2018-01-24 03:00:00,7677.390000000002
2018-01-24 06:00:00,6450.569999999999
2018-01-24 09:00:00,13579.238333333347
2018-01-24 12:00:00,14516.325000000003
2018-01-24 15:00:00,14582.318333333325
2018-01-24 18:00:00,15048.694999999998
2018-01-24 21:00:00,15778.498333333342
2018-01-25 00:00:00,14112.229999999992
2018-01-25 03:00:00,8323.923333333332
2018-01-25 06:00:00,8065.623333333333
2018-01-25 09:00:00,13345.32666666666
2018-01-25 12:00:00,14570.78500000001
2018-01-25 15:00:00,14813.546666666673
2018-01-25 18:00:00,13838.773333333342
2018-01-25 21:00:00,18472.04833333333
2018-01-26 00:00:00,12983.803333333342
2018-01-26 03:00:00,4914.129999999998
2018-01-26 06:00:00,5073.269999999995
2018-01-26 09:00:00,10755.431666666667
2018-01-26 12:00:00,11704.058333333332
2018-01-26 15:00:00,11205.554999999998
2018-01-26 18:00:00,12221.82333333334
2018-01-26 21:00:00,14863.226666666667
2018-01-27 00:00:00,10995.883333333337
2018-01-27 03:00:00,7679.710000000005
2018-01-27 06:00:00,7558.45666666667
2018-01-27 09:00:00,9655.420000000002
2018-01-27 12:00:00,10572.49333333334
2018-01-27 15:00:00,9607.540000000015
2018-01-27 18:00:00,9717.280000000012
2018-01-27 21:00:00,10828.093333333332
2018-01-28 00:00:00,12814.260000000004
2018-01-28 03:00:00,7627.649999999999
2018-01-28 06:00:00,6609.160000000003
2018-01-28 09:00:00,7009.810000000001
2018-01-28 12:00:00,7296.950000000004
2018-01-28 15:00:00,7280.8733333333375
2018-01-28 18:00:00,7496.66
2018-01-28 21:00:00,8310.436666666668
2018-01-29 00:00:00,12331.856666666665
2018-01-29 03:00:00,7475.459999999991
2018-01-29 06:00:00,7453.013333333327
2018-01-29 09:00:00,13107.253333333345
2018-01-29 12:00:00,14617.859999999997
2018-01-29 15:00:00,14011.429999999991
2018-01-29 18:00:00,14284.36000000001
2018-01-29 21:00:00,15456.38833333334
2018-01-30 00:00:00,13165.679999999995
2018-01-30 03:00:00,7908.706666666661
2018-01-30 06:00:00,7942.566666666664
2018-01-30 09:00:00,12927.898333333338
2018-01-30 12:00:00,14215.681666666665
2018-01-30 15:00:00,13990.28833333333
2018-01-30 18:00:00,14097.77333333334
2018-01-30 21:00:00,14797.508333333342
2018-01-31 00:00:00,13887.616666666665
2018-01-31 03:00:00,7744.373333333334
2018-01-31 06:00:00,7546.199999999996
2018-01-31 09:00:00,12677.166666666679
2018-01-31 12:00:00,14086.181666666664
2018-01-31 15:00:00,13767.950000000006
2018-01-31 18:00:00,13445.580000000007
2018-01-31 21:00:00,14300.233333333343
2018-02-01 00:00:00,12199.533333333333
2018-02-01 03:00:00,7111.810000000005
2018-02-01 06:00:00,7318.343333333331
2018-02-01 09:00:00,8982.039999999999
2018-02-01 12:00:00,12083.189999999993
2018-02-01 15:00:00,12020.819999999998
2018-02-01 18:00:00,11851.796666666663
2018-02-01 21:00:00,11292.219999999994
2018-02-02 00:00:00,9427.766666666665
2018-02-02 03:00:00,5095.246666666664
2018-02-02 06:00:00,5214.10333333333
2018-02-02 09:00:00,6570.160000000001
2018-02-02 12:00:00,7570.770000000002
2018-02-02 15:00:00,8328.351666666664
2018-02-02 18:00:00,6843.776666666663
2018-02-02 21:00:00,7212.36833333333
2018-02-03 00:00:00,7360.826666666668
2018-02-03 03:00:00,4635.503333333332
2018-02-03 06:00:00,4958.0066666666635
2018-02-03 09:00:00,5298.89
2018-02-03 12:00:00,7063.379999999994
2018-02-03 15:00:00,6465.98333333333
2018-02-03 18:00:00,7066.9599999999955
2018-02-03 21:00:00,6550.436666666659
2018-02-04 00:00:00,7607.093333333326
2018-02-04 03:00:00,5387.846666666665
2018-02-04 06:00:00,4730.64333333333
2018-02-04 09:00:00,5350.826666666664
2018-02-04 12:00:00,6219.739999999999
2018-02-04 15:00:00,7332.593333333327
2018-02-04 18:00:00,7280.68666666666
2018-02-04 21:00:00,6015.983333333333
2018-02-05 00:00:00,8550.496666666653
2018-02-05 03:00:00,6527.059999999993
2018-02-05 06:00:00,5828.563333333328
2018-02-05 09:00:00,6571.8766666666625
2018-02-05 12:00:00,6867.663333333326
2018-02-05 15:00:00,7015.966666666659
2018-02-05 18:00:00,6858.813333333328
2018-02-05 21:00:00,7065.409999999994
2018-02-06 00:00:00,9705.763333333342
2018-02-06 03:00:00,9828.979999999996
2018-02-06 06:00:00,10133.52
2018-02-06 09:00:00,10314.193333333335
2018-02-06 12:00:00,10206.640000000003
2018-02-06 15:00:00,9587.753333333327
2018-02-06 18:00:00,10071.3
2018-02-06 21:00:00,10258.160000000002
2018-02-07 00:00:00,11630.396666666677
2018-02-07 03:00:00,10547.67333333333
2018-02-07 06:00:00,10570.24666666666
2018-02-07 09:00:00,11162.48333333333
2018-02-07 12:00:00,12101.416666666668
2018-02-07 15:00:00,11734.256666666668
2018-02-07 18:00:00,11877.013333333334
2018-02-07 21:00:00,12129.890000000007
2018-02-08 00:00:00,12796.300000000007
2018-02-08 03:00:00,11303.366666666672
2018-02-08 06:00:00,10580.330000000002
2018-02-08 09:00:00,11457.579999999993
2018-02-08 12:00:00,12314.303333333328
2018-02-08 15:00:00,12646.440000000008
2018-02-08 18:00:00,12609.826666666671
2018-02-08 21:00:00,12435.06666666667
2018-02-09 00:00:00,13833.960000000005
2018-02-09 03:00:00,10634.173333333338
2018-02-09 06:00:00,11566.579999999994
2018-02-09 09:00:00,11629.293333333337
2018-02-09 12:00:00,12701.013333333338
2018-02-09 15:00:00,12882.923333333332
2018-02-09 18:00:00,13454.010000000007
2018-02-09 21:00:00,13260.06
2018-02-10 00:00:00,14055.37333333334
2018-02-10 03:00:00,11831.02000000002
2018-02-10 06:00:00,11095.05000000002
2018-02-10 09:00:00,12099.480000000014
2018-02-10 12:00:00,13669.810000000005
2018-02-10 15:00:00,13589.376666666672
2018-02-10 18:00:00,13706.406666666666
2018-02-10 21:00:00,13353.533333333333
2018-02-11 00:00:00,14006.400000000007
2018-02-11 03:00:00,10610.673333333341
2018-02-11 06:00:00,11217.400000000007
2018-02-11 09:00:00,12145.676666666677
2018-02-11 12:00:00,12807.480000000003
2018-02-11 15:00:00,13188.239999999996
2018-02-11 18:00:00,12663.093333333332
2018-02-11 21:00:00,13026.946666666667
2018-02-12 00:00:00,13856.603333333349
2018-02-12 03:00:00,10880.116666666674
2018-02-12 06:00:00,10325.499999999995
2018-02-12 09:00:00,16058.213333333335
2018-02-12 12:00:00,18938.303333333322
2018-02-12 15:00:00,18124.766666666666
2018-02-12 18:00:00,18217.04666666666
2018-02-12 21:00:00,18361.229999999992
2018-02-13 00:00:00,15294.806666666673
2018-02-13 03:00:00,7535.1600000000035
2018-02-13 06:00:00,7737.253333333335
2018-02-13 09:00:00,12518.093333333338
2018-02-13 12:00:00,10326.903333333341
2018-02-13 15:00:00,10030.609999999993
2018-02-13 18:00:00,9184.453333333335
2018-02-13 21:00:00,9771.240000000007
2018-02-14 00:00:00,11565.433333333342
2018-02-14 03:00:00,4617.449999999998
2018-02-14 06:00:00,4303.920000000001
2018-02-14 09:00:00,9749.05
2018-02-14 12:00:00,10268.073333333332
2018-02-14 15:00:00,9669.64666666666
2018-02-14 18:00:00,9742.93666666667
2018-02-14 21:00:00,13590.543333333337
2018-02-15 00:00:00,12945.896666666675
2018-02-15 03:00:00,6681.163333333335
2018-02-15 06:00:00,5811.830000000004
2018-02-15 09:00:00,12542.236666666671
2018-02-15 12:00:00,13782.836666666668
2018-02-15 15:00:00,13169.210000000003
2018-02-15 18:00:00,13424.339999999995
2018-02-15 21:00:00,13873.27333333334
2018-02-16 00:00:00,13159.875000000005
2018-02-16 03:00:00,8078.020000000001
2018-02-16 06:00:00,8412.099999999999
2018-02-16 09:00:00,12997.708333333332
2018-02-16 12:00:00,14098.863333333331
2018-02-16 15:00:00,13664.146666666667
2018-02-16 18:00:00,12946.479999999998
2018-02-16 21:00:00,14085.50166666667
2018-02-17 00:00:00,11601.430000000011
2018-02-17 03:00:00,7521.299999999999
2018-02-17 06:00:00,7660.25666666667
2018-02-17 09:00:00,8629.073333333337
2018-02-17 12:00:00,9855.24666666667
2018-02-17 15:00:00,9566.283333333327
2018-02-17 18:00:00,9702.05666666667
2018-02-17 21:00:00,10820.893333333344
2018-02-18 00:00:00,11655.913333333345
2018-02-18 03:00:00,7229.663333333335
2018-02-18 06:00:00,6362.676666666664
2018-02-18 09:00:00,6661.059999999993
2018-02-18 12:00:00,7115.369999999993
2018-02-18 15:00:00,7431.459999999997
2018-02-18 18:00:00,7369.5333333333365
2018-02-18 21:00:00,7947.693333333337
2018-02-19 00:00:00,11307.96
2018-02-19 03:00:00,7269.613333333333
2018-02-19 06:00:00,7153.10666666667
2018-02-19 09:00:00,11788.648333333333
2018-02-19 12:00:00,12850.668333333342
2018-02-19 15:00:00,12503.811666666663
2018-02-19 18:00:00,12324.143333333333
2018-02-19 21:00:00,10001.066666666668
2018-02-20 00:00:00,10338.230000000001
2018-02-20 03:00:00,6240.496666666661
2018-02-20 06:00:00,5325.903333333332
